"DATASET_STRING","TOPIC_STRING"
"ACSCP1Y2024","Age_and_Sex, American_Indian_and_Alaska_Native, Ancestry, Asian, Black_or_African_American, Cash_Assistance_and_Social_Insurance, Children, Citizenship, Class_of_Worker, Commuting, Disability, Earnings_Individuals, Educational_Attainment, Employment, Employment_and_Labor_Force_Status, Family_Size_and_Type, Fertility, Foreign_Born, Grandparents_and_Grandchildren, Health_Insurance, Heating_and_Air_Conditioning_HVAC, Hispanic_or_Latino, Household_Size_and_Type, Housing_Units, Housing_Value_and_Purchase_Price, Income_Households_Families_Individuals, Industry, Insurance_Utilities_and_Other_Fees, Language_Spoken_at_Home, Marital_Status_and_Marital_History, Native_Born, Not_Hispanic_or_Latino, Occupation, Older_Population, Other_Owner_Characteristics, Owner_Renter_Tenure, Physical_Characteristics, Place_of_Birth, Population_Total, Poverty, Race_and_Ethnicity, Relationship, Renter_Costs, Residential_Mobility, SNAP_Food_Stamps, School_Enrollment, Some_Other_Race, Telephone_Computer_and_Internet_Access, Transportation, Two_or_More_Races, Types_of_Rooms, Units_and_Stories_in_Structure, Vacancy, Vacancy_Characteristics, Vacancy_Rates, Veterans, Water_Sewage_and_Plumbing_Facilities, White, Year_Householder_Moved_Into_Unit"
"ACSCP3Y2012","Ancestry, Cash_Assistance_and_Social_Insurance, Children, Citizenship, Class_of_Worker, Commuting, Disability, Earnings_Individuals, Educational_Attainment, Employment, Employment_and_Labor_Force_Status, Family_Size_and_Type, Fertility, Foreign_Born, Grandparents_and_Grandchildren, Health_Insurance, Heating_and_Air_Conditioning_HVAC, Household_Size_and_Type, Housing_Units, Housing_Value_and_Purchase_Price, Income_Households_Families_Individuals, Industry, Language_Spoken_at_Home, Marital_Status_and_Marital_History, Native_Born, Occupation, Official_Poverty_Measure, Other_Owner_Characteristics, Owner_Renter_Tenure, Physical_Characteristics, Place_of_Birth, Relationship, Renter_Costs, Residential_Mobility, SNAP_Food_Stamps, School_Enrollment, Telephone_Computer_and_Internet_Access, Transportation, Types_of_Rooms, Units_and_Stories_in_Structure, Vacancy, Vacancy_Characteristics, Vacancy_Rates, Veterans, Water_Sewage_and_Plumbing_Facilities, Year_Householder_Moved_Into_Unit, Year_Structure_Built"
"ACSCP3Y2013","Age_and_Sex, American_Indian_and_Alaska_Native, Ancestry, Asian, Black_or_African_American, Cash_Assistance_and_Social_Insurance, Children, Citizenship, Class_of_Worker, Commuting, Disability, Earnings_Individuals, Educational_Attainment, Employment, Employment_and_Labor_Force_Status, Family_Size_and_Type, Fertility, Foreign_Born, Grandparents_and_Grandchildren, Health_Insurance, Heating_and_Air_Conditioning_HVAC, Hispanic_or_Latino, Household_Size_and_Type, Housing_Units, Housing_Value_and_Purchase_Price, Income_Households_Families_Individuals, Industry, Language_Spoken_at_Home, Marital_Status_and_Marital_History, Native_Born, Native_Hawaiian_and_Other_Pacific_Islander, Occupation, Official_Poverty_Measure, Older_Population, Other_Owner_Characteristics, Owner_Renter_Tenure, Physical_Characteristics, Place_of_Birth, Population_Total, Race_and_Ethnicity, Relationship, Renter_Costs, Residential_Mobility, SNAP_Food_Stamps, School_Enrollment, Some_Other_Race, Telephone_Computer_and_Internet_Access, Transportation, Two_or_More_Races, Types_of_Rooms, Units_and_Stories_in_Structure, Vacancy, Vacancy_Characteristics, Vacancy_Rates, Veterans, Water_Sewage_and_Plumbing_Facilities, White, Year_Householder_Moved_Into_Unit, Year_Structure_Built"
"ACSCP5Y2015","Age_and_Sex, American_Indian_and_Alaska_Native, Ancestry, Asian, Black_or_African_American, Cash_Assistance_and_Social_Insurance, Children, Citizenship, Class_of_Worker, Commuting, Disability, Earnings_Individuals, Educational_Attainment, Employment, Employment_and_Labor_Force_Status, Family_Size_and_Type, Fertility, Foreign_Born, Grandparents_and_Grandchildren, Health_Insurance, Heating_and_Air_Conditioning_HVAC, Hispanic_or_Latino, Household_Size_and_Type, Housing_Units, Housing_Value_and_Purchase_Price, Income_Households_Families_Individuals, Industry, Language_Spoken_at_Home, Marital_Status_and_Marital_History, Native_Born, Native_Hawaiian_and_Other_Pacific_Islander, Occupation, Official_Poverty_Measure, Older_Population, Other_Owner_Characteristics, Owner_Renter_Tenure, Physical_Characteristics, Place_of_Birth, Population_Total, Race_and_Ethnicity, Relationship, Renter_Costs, Residential_Mobility, SNAP_Food_Stamps, School_Enrollment, Some_Other_Race, Telephone_Computer_and_Internet_Access, Transportation, Two_or_More_Races, Types_of_Rooms, Units_and_Stories_in_Structure, Vacancy, Vacancy_Characteristics, Vacancy_Rates, Veterans, Water_Sewage_and_Plumbing_Facilities, White, Year_Householder_Moved_Into_Unit, Year_Structure_Built"
"ACSCP5Y2016","Age_and_Sex, American_Indian_and_Alaska_Native, Ancestry, Asian, Black_or_African_American, Cash_Assistance_and_Social_Insurance, Children, Citizenship, Class_of_Worker, Commuting, Disability, Earnings_Individuals, Educational_Attainment, Employment, Employment_and_Labor_Force_Status, Family_Size_and_Type, Fertility, Foreign_Born, Grandparents_and_Grandchildren, Health_Insurance, Heating_and_Air_Conditioning_HVAC, Hispanic_or_Latino, Household_Size_and_Type, Housing_Units, Housing_Value_and_Purchase_Price, Income_Households_Families_Individuals, Industry, Language_Spoken_at_Home, Marital_Status_and_Marital_History, Native_Born, Native_Hawaiian_and_Other_Pacific_Islander, Occupation, Official_Poverty_Measure, Older_Population, Other_Owner_Characteristics, Owner_Renter_Tenure, Physical_Characteristics, Place_of_Birth, Population_Total, Race_and_Ethnicity, Relationship, Renter_Costs, Residential_Mobility, SNAP_Food_Stamps, School_Enrollment, Some_Other_Race, Telephone_Computer_and_Internet_Access, Transportation, Two_or_More_Races, Types_of_Rooms, Units_and_Stories_in_Structure, Vacancy, Vacancy_Characteristics, Vacancy_Rates, Veterans, Water_Sewage_and_Plumbing_Facilities, White, Year_Householder_Moved_Into_Unit, Year_Structure_Built"
"ACSCP5Y2017","Age_and_Sex, American_Indian_and_Alaska_Native, Ancestry, Asian, Black_or_African_American, Children, Citizenship, Class_of_Worker, Commuting, Disability, Earnings_Individuals, Educational_Attainment, Employment_and_Labor_Force_Status, Family_Size_and_Type, Fertility, Foreign_Born, Grandparents_and_Grandchildren, Health_Insurance, Heating_and_Air_Conditioning_HVAC, Hispanic_or_Latino, Housing_Units, Housing_Value_and_Purchase_Price, Income_Households_Families_Individuals, Industry, Insurance_Utilities_and_Other_Fees, Language_Spoken_at_Home, Marital_Status_and_Marital_History, Native_Born, Native_Hawaiian_and_Other_Pacific_Islander, Not_Hispanic_or_Latino, Occupation, Official_Poverty_Measure, Older_Population, Owner_Renter_Tenure, Physical_Characteristics, Place_of_Birth, Population_Total, Race_and_Ethnicity, Relationship, Renter_Costs, Residential_Mobility, SNAP_Food_Stamps, School_Enrollment, Some_Other_Race, Telephone_Computer_and_Internet_Access, Transportation, Two_or_More_Races, Types_of_Rooms, Units_and_Stories_in_Structure, Vacancy_Rates, Veterans, Water_Sewage_and_Plumbing_Facilities, White, Year_Householder_Moved_Into_Unit, Year_Structure_Built"
"ACSCP5Y2018","Age_and_Sex, American_Indian_and_Alaska_Native, Ancestry, Asian, Black_or_African_American, Children, Citizenship, Class_of_Worker, Commuting, Disability, Earnings_Individuals, Educational_Attainment, Employment_and_Labor_Force_Status, Family_Size_and_Type, Fertility, Foreign_Born, Grandparents_and_Grandchildren, Health_Insurance, Heating_and_Air_Conditioning_HVAC, Hispanic_or_Latino, Housing_Units, Housing_Value_and_Purchase_Price, Income_Households_Families_Individuals, Industry, Insurance_Utilities_and_Other_Fees, Language_Spoken_at_Home, Marital_Status_and_Marital_History, Native_Born, Native_Hawaiian_and_Other_Pacific_Islander, Not_Hispanic_or_Latino, Occupation, Official_Poverty_Measure, Older_Population, Owner_Renter_Tenure, Physical_Characteristics, Place_of_Birth, Population_Total, Race_and_Ethnicity, Relationship, Renter_Costs, Residential_Mobility, SNAP_Food_Stamps, School_Enrollment, Some_Other_Race, Telephone_Computer_and_Internet_Access, Transportation, Two_or_More_Races, Types_of_Rooms, Units_and_Stories_in_Structure, Vacancy_Rates, Veterans, Water_Sewage_and_Plumbing_Facilities, White, Year_Householder_Moved_Into_Unit, Year_Structure_Built"
"ACSCP5Y2019","Age_and_Sex, American_Indian_and_Alaska_Native, Ancestry, Asian, Black_or_African_American, Cash_Assistance_and_Social_Insurance, Children, Citizenship, Class_of_Worker, Commuting, Disability, Earnings_Individuals, Educational_Attainment, Employment, Employment_and_Labor_Force_Status, Family_Size_and_Type, Fertility, Foreign_Born, Grandparents_and_Grandchildren, Health_Insurance, Heating_and_Air_Conditioning_HVAC, Hispanic_or_Latino, Household_Size_and_Type, Housing_Units, Housing_Value_and_Purchase_Price, Income_Households_Families_Individuals, Industry, Insurance_Utilities_and_Other_Fees, Language_Spoken_at_Home, Marital_Status_and_Marital_History, Native_Born, Native_Hawaiian_and_Other_Pacific_Islander, Not_Hispanic_or_Latino, Occupation, Official_Poverty_Measure, Older_Population, Other_Owner_Characteristics, Owner_Renter_Tenure, Physical_Characteristics, Place_of_Birth, Population_Total, Race_and_Ethnicity, Relationship, Renter_Costs, Residential_Mobility, SNAP_Food_Stamps, School_Enrollment, Some_Other_Race, Telephone_Computer_and_Internet_Access, Transportation, Two_or_More_Races, Types_of_Rooms, Units_and_Stories_in_Structure, Vacancy, Vacancy_Characteristics, Vacancy_Rates, Veterans, Water_Sewage_and_Plumbing_Facilities, White, Year_Householder_Moved_Into_Unit"
"ACSCP5Y2020","Age_and_Sex, American_Indian_and_Alaska_Native, Ancestry, Asian, Black_or_African_American, Cash_Assistance_and_Social_Insurance, Children, Citizenship, Class_of_Worker, Commuting, Disability, Earnings_Individuals, Educational_Attainment, Employment, Employment_and_Labor_Force_Status, Family_Size_and_Type, Fertility, Foreign_Born, Grandparents_and_Grandchildren, Health_Insurance, Heating_and_Air_Conditioning_HVAC, Hispanic_or_Latino, Household_Size_and_Type, Housing_Units, Housing_Value_and_Purchase_Price, Income_Households_Families_Individuals, Industry, Insurance_Utilities_and_Other_Fees, Language_Spoken_at_Home, Marital_Status_and_Marital_History, Native_Born, Native_Hawaiian_and_Other_Pacific_Islander, Not_Hispanic_or_Latino, Occupation, Official_Poverty_Measure, Older_Population, Other_Owner_Characteristics, Owner_Renter_Tenure, Physical_Characteristics, Place_of_Birth, Population_Total, Race_and_Ethnicity, Relationship, Renter_Costs, Residential_Mobility, SNAP_Food_Stamps, School_Enrollment, Some_Other_Race, Telephone_Computer_and_Internet_Access, Transportation, Two_or_More_Races, Types_of_Rooms, Units_and_Stories_in_Structure, Vacancy, Vacancy_Characteristics, Vacancy_Rates, Veterans, Water_Sewage_and_Plumbing_Facilities, White, Year_Householder_Moved_Into_Unit"
"ACSCP5Y2021","Age_and_Sex, American_Indian_and_Alaska_Native, Ancestry, Asian, Black_or_African_American, Cash_Assistance_and_Social_Insurance, Children, Citizenship, Class_of_Worker, Commuting, Disability, Earnings_Individuals, Educational_Attainment, Employment, Employment_and_Labor_Force_Status, Family_Size_and_Type, Fertility, Foreign_Born, Grandparents_and_Grandchildren, Health_Insurance, Heating_and_Air_Conditioning_HVAC, Hispanic_or_Latino, Household_Size_and_Type, Housing_Units, Housing_Value_and_Purchase_Price, Income_Households_Families_Individuals, Industry, Insurance_Utilities_and_Other_Fees, Language_Spoken_at_Home, Marital_Status_and_Marital_History, Native_Born, Native_Hawaiian_and_Other_Pacific_Islander, Not_Hispanic_or_Latino, Occupation, Official_Poverty_Measure, Older_Population, Other_Owner_Characteristics, Owner_Renter_Tenure, Physical_Characteristics, Place_of_Birth, Population_Total, Race_and_Ethnicity, Relationship, Renter_Costs, Residential_Mobility, SNAP_Food_Stamps, School_Enrollment, Some_Other_Race, Telephone_Computer_and_Internet_Access, Transportation, Two_or_More_Races, Types_of_Rooms, Units_and_Stories_in_Structure, Vacancy, Vacancy_Characteristics, Vacancy_Rates, Veterans, Water_Sewage_and_Plumbing_Facilities, White, Year_Householder_Moved_Into_Unit"
"ACSCP5Y2022","Age_and_Sex, American_Indian_and_Alaska_Native, Ancestry, Asian, Black_or_African_American, Cash_Assistance_and_Social_Insurance, Children, Citizenship, Class_of_Worker, Commuting, Disability, Earnings_Individuals, Educational_Attainment, Employment, Employment_and_Labor_Force_Status, Family_Size_and_Type, Fertility, Foreign_Born, Grandparents_and_Grandchildren, Health_Insurance, Heating_and_Air_Conditioning_HVAC, Hispanic_or_Latino, Household_Size_and_Type, Housing_Units, Housing_Value_and_Purchase_Price, Income_Households_Families_Individuals, Industry, Insurance_Utilities_and_Other_Fees, Language_Spoken_at_Home, Marital_Status_and_Marital_History, Native_Born, Not_Hispanic_or_Latino, Occupation, Older_Population, Other_Owner_Characteristics, Owner_Renter_Tenure, Physical_Characteristics, Place_of_Birth, Population_Total, Poverty, Race_and_Ethnicity, Relationship, Renter_Costs, Residential_Mobility, SNAP_Food_Stamps, School_Enrollment, Some_Other_Race, Telephone_Computer_and_Internet_Access, Transportation, Two_or_More_Races, Types_of_Rooms, Units_and_Stories_in_Structure, Vacancy, Vacancy_Characteristics, Vacancy_Rates, Veterans, Water_Sewage_and_Plumbing_Facilities, White, Year_Householder_Moved_Into_Unit"
"ACSCP5Y2023","Age_and_Sex, American_Indian_and_Alaska_Native, Ancestry, Asian, Black_or_African_American, Cash_Assistance_and_Social_Insurance, Children, Citizenship, Class_of_Worker, Commuting, Disability, Earnings_Individuals, Educational_Attainment, Employment, Employment_and_Labor_Force_Status, Family_Size_and_Type, Fertility, Foreign_Born, Grandparents_and_Grandchildren, Health_Insurance, Heating_and_Air_Conditioning_HVAC, Hispanic_or_Latino, Household_Size_and_Type, Housing_Units, Housing_Value_and_Purchase_Price, Income_Households_Families_Individuals, Industry, Insurance_Utilities_and_Other_Fees, Language_Spoken_at_Home, Marital_Status_and_Marital_History, Native_Born, Not_Hispanic_or_Latino, Occupation, Older_Population, Other_Owner_Characteristics, Owner_Renter_Tenure, Physical_Characteristics, Place_of_Birth, Population_Total, Poverty, Race_and_Ethnicity, Relationship, Renter_Costs, Residential_Mobility, SNAP_Food_Stamps, School_Enrollment, Some_Other_Race, Telephone_Computer_and_Internet_Access, Transportation, Two_or_More_Races, Types_of_Rooms, Units_and_Stories_in_Structure, Vacancy, Vacancy_Characteristics, Vacancy_Rates, Veterans, Water_Sewage_and_Plumbing_Facilities, White, Year_Householder_Moved_Into_Unit"
"ACSDP1Y2005","Age_and_Sex, American_Indian_and_Alaska_Native, Ancestry, Asian, Black_or_African_American, Cash_Assistance_and_Social_Insurance, Children, Citizenship, Class_of_Worker, Commuting, Disability, Earnings_Individuals, Educational_Attainment, Employment, Employment_and_Labor_Force_Status, Family_Size_and_Type, Fertility, Foreign_Born, Grandparents_and_Grandchildren, Heating_and_Air_Conditioning_HVAC, Hispanic_or_Latino, Household_Size_and_Type, Housing_Units, Housing_Value_and_Purchase_Price, Income_Households_Families_Individuals, Industry, Language_Spoken_at_Home, Marital_Status_and_Marital_History, Native_Born, Native_Hawaiian_and_Other_Pacific_Islander, Occupation, Official_Poverty_Measure, Older_Population, Other_Owner_Characteristics, Owner_Renter_Tenure, Physical_Characteristics, Place_of_Birth, Population_Total, Race_and_Ethnicity, Relationship, Renter_Costs, Residential_Mobility, SNAP_Food_Stamps, School_Enrollment, Telephone_Computer_and_Internet_Access, Transportation, Types_of_Rooms, Units_and_Stories_in_Structure, Vacancy, Vacancy_Characteristics, Vacancy_Rates, Veterans, Water_Sewage_and_Plumbing_Facilities, White, Year_Householder_Moved_Into_Unit, Year_Structure_Built"
"ACSDP1Y2006","Age_and_Sex, American_Indian_and_Alaska_Native, Ancestry, Asian, Black_or_African_American, Cash_Assistance_and_Social_Insurance, Children, Citizenship, Class_of_Worker, Commuting, Disability, Earnings_Individuals, Educational_Attainment, Employment, Employment_and_Labor_Force_Status, Family_Size_and_Type, Fertility, Foreign_Born, Grandparents_and_Grandchildren, Heating_and_Air_Conditioning_HVAC, Hispanic_or_Latino, Household_Size_and_Type, Housing_Units, Housing_Value_and_Purchase_Price, Income_Households_Families_Individuals, Industry, Language_Spoken_at_Home, Marital_Status_and_Marital_History, Native_Born, Native_Hawaiian_and_Other_Pacific_Islander, Occupation, Official_Poverty_Measure, Older_Population, Other_Owner_Characteristics, Owner_Renter_Tenure, Physical_Characteristics, Place_of_Birth, Population_Total, Race_and_Ethnicity, Relationship, Renter_Costs, Residential_Mobility, SNAP_Food_Stamps, School_Enrollment, Telephone_Computer_and_Internet_Access, Transportation, Types_of_Rooms, Units_and_Stories_in_Structure, Vacancy, Vacancy_Characteristics, Vacancy_Rates, Veterans, Water_Sewage_and_Plumbing_Facilities, White, Year_Householder_Moved_Into_Unit, Year_Structure_Built"
